Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
10.791,2041.107,2931.107,151.82,157.562,-15.233,15.318,447.456,0.182,447.456,89.977,42.148,1.607,31.94,-101.995,0.063,0,-2.653,-0.003,72.516,89.961,17498.101,2981,10.819,0.063,9.786,226.209,175.137,3.29,0,0,99.176,0.452,0.285,0.016,0.15,0.452,0.01,0.032,0,0,0,0,0,-0,5.489,90,-4.052,707.388,0.001,328.843,0.484,25457076.176,15.524,189.288,0.05,0.074,0.02
10.841,2048.679,2938.679,151.059,156.808,-15.191,15.269,449.561,0.184,449.561,89.977,42.071,1.542,31.94,-101.995,0.096,0,-2.255,0.003,72.393,89.962,17498.101,2981,10.819,0.063,9.786,226.101,175.137,3.283,0,0,98.122,0.452,0.285,0.016,0.15,0.452,0.015,0.048,-0,0,0,0,0,-0,5.59,90,-4.101,706.695,0.001,328.813,0.482,25325473.732,15.524,189.288,0.05,0.074,0.02
10.891,2056.213,2946.213,150.301,156.057,-15.149,15.221,451.663,0.186,451.663,89.976,41.995,1.471,31.94,-101.995,0.131,0,-1.753,0.005,72.292,89.963,17498.101,2981,10.819,0.063,9.786,225.989,175.137,3.276,0,0,97.052,0.451,0.285,0.016,0.15,0.451,0.02,0.066,0,0,0,0,0,-0,5.615,90,-4.15,706.006,0.001,328.784,0.48,25191042.611,15.524,189.288,0.05,0.074,0.02
10.941,2063.709,2953.709,149.545,155.309,-15.052,15.136,453.761,0.187,453.761,89.976,41.919,1.593,31.94,-101.995,0.058,0,-1.3,0.017,72.217,89.963,17498.101,2981,10.819,0.063,9.786,226.196,175.137,3.289,0,0,96.083,0.451,0.286,0.016,0.15,0.451,0.009,0.029,0,0,0,0,0,-0,5.878,90,-4.199,705.32,0.001,328.754,0.478,25068834.685,15.524,189.288,0.05,0.074,0.019
10.991,2071.167,2961.167,148.792,154.565,-15.08,15.134,455.855,0.189,455.855,89.976,41.846,1.273,31.94,-101.995,0.231,0,-0.749,0.006,72.163,89.963,17498.101,2981,10.819,0.063,9.786,225.677,175.137,3.256,0,0,94.834,0.45,0.286,0.015,0.149,0.45,0.035,0.115,0,0,0,0,0,-0,5.372,90,-4.248,704.638,0.001,328.725,0.475,24910098.91,15.524,189.288,0.05,0.074,0.019
11.041,2078.588,2968.588,148.04,153.823,-14.978,15.044,457.945,0.191,457.945,89.976,41.781,1.401,31.94,-101.995,0.15,0,0.17,0.006,72.15,89.962,17498.101,2981,10.819,0.063,9.786,225.902,175.137,3.27,0,0,93.816,0.45,0.286,0.015,0.149,0.45,0.023,0.075,0,0,0,0,0,0,5.463,90,-4.296,703.959,0.001,328.696,0.473,24781051.216,15.524,189.288,0.05,0.075,0.019
11.091,2085.972,2975.972,147.294,153.085,-14.87,14.95,460.033,0.192,460.033,89.976,41.707,1.548,31.94,-101.995,0.055,0,0.592,0.003,72.171,89.961,17498.101,2981,10.819,0.063,9.786,226.173,175.137,3.287,0,0,92.796,0.45,0.286,0.015,0.149,0.45,0.008,0.027,-0,0,0,0,0,0,5.51,90,-4.344,703.283,0.001,328.667,0.471,24650596.158,15.524,189.288,0.05,0.075,0.019
11.141,2093.318,2983.318,146.553,152.35,-14.764,14.86,462.116,0.194,462.116,89.976,41.626,1.685,31.94,-101.995,0.038,0,-0.63,-0.009,72.203,89.96,17498.101,2981,10.819,0.063,9.786,226.215,175.137,3.29,0,0,91.78,0.449,0.286,0.015,0.149,0.449,0.006,0.019,-0,0,0,0,0,-0,5.526,90,-4.392,702.611,0.001,328.638,0.468,24519312.694,15.524,189.288,0.05,0.075,0.019
11.191,2100.627,2990.627,145.816,151.619,-14.731,14.815,464.195,0.196,464.195,89.976,41.544,1.571,31.94,-101.995,0.017,0,0.539,0.014,72.231,89.958,17498.101,2981,10.819,0.063,9.786,226.267,175.137,3.294,0,0,90.617,0.449,0.286,0.015,0.148,0.449,0.003,0.008,0,0,0,0,0,0,5.138,90,-4.439,701.943,0.001,328.609,0.466,24369129.802,15.524,189.288,0.05,0.075,0.019
11.241,2107.899,2997.899,145.08,150.891,-14.715,14.781,466.27,0.197,466.27,89.976,41.47,1.399,31.94,-101.995,0.106,0,0.794,0.01,72.263,89.957,17498.101,2981,10.819,0.063,9.786,225.991,175.137,3.276,0,0,89.429,0.448,0.286,0.015,0.148,0.448,0.016,0.054,0,0,0,0,0,0,4.637,90,-4.486,701.278,0.001,328.58,0.463,24214330.247,15.524,189.288,0.05,0.076,0.019
11.291,2115.135,3005.135,144.343,150.166,-14.761,14.796,468.342,0.199,468.342,89.976,41.409,1.004,31.94,-101.995,0.329,0,1.645,0.005,72.32,89.956,17498.101,2981,10.819,0.063,9.786,225.329,175.137,3.233,0,0,88.112,0.448,0.286,0.014,0.148,0.448,0.051,0.163,0,0,0,0,0,0,3.688,90,-4.533,700.639,0.001,328.552,0.46,24039859.435,15.524,189.288,0.05,0.076,0.019
11.341,2122.334,3012.334,143.607,149.444,-14.688,14.723,470.412,0.201,470.412,89.976,41.36,1.017,31.94,-101.995,0.308,0,2.999,0.002,72.437,89.956,17498.101,2981,10.819,0.063,9.786,225.381,175.137,3.236,0,0,86.977,0.447,0.286,0.014,0.147,0.448,0.047,0.152,-0,0,0,0,0,0.001,3.246,90,-4.58,700.014,0.001,328.523,0.458,23890913.1,15.524,189.288,0.05,0.076,0.019
11.391,2129.496,3019.496,142.876,148.726,-14.523,14.585,472.478,0.202,472.478,89.975,41.302,1.35,31.94,-101.995,0.086,0,3.809,0.005,72.611,89.956,17498.101,2981,10.819,0.063,9.786,226.019,175.137,3.278,0,0,85.986,0.447,0.286,0.014,0.147,0.447,0.013,0.042,-0,0,0,0,0,0.001,3.209,90,-4.627,699.391,0.001,328.495,0.456,23761802.205,15.524,189.288,0.05,0.076,0.019
11.441,2136.622,3026.622,142.154,148.011,-14.351,14.454,474.541,0.204,474.541,89.975,41.225,1.723,31.94,-101.995,0.169,0,-3.636,0.001,72.801,89.956,17498.101,2981,10.819,0.063,9.785,225.767,175.137,3.261,0,0,85.058,0.447,0.286,0.014,0.147,0.447,0.026,0.084,0,0,0,0,0,-0.001,3.235,90,-4.673,698.772,0.001,328.467,0.453,23636346.726,15.524,189.288,0.05,0.077,0.019
11.491,2143.711,3033.711,141.44,147.3,-14.23,14.361,476.6,0.206,476.6,89.975,41.133,1.931,31.94,-101.995,0.319,0,-2.649,-0.002,72.96,89.956,17498.101,2981,10.819,0.063,9.785,225.319,175.137,3.232,0,0,84.087,0.446,0.286,0.014,0.146,0.447,0.049,0.159,0,0,0,0,0,-0,3.081,90,-4.719,698.156,0.001,328.439,0.451,23502926.326,15.524,189.288,0.05,0.077,0.019
11.541,2150.766,3040.766,140.73,146.591,-14.18,14.305,478.655,0.207,478.655,89.975,41.036,1.888,31.94,-101.995,0.312,0,-1.399,-0.004,73.061,89.955,17498.101,2981,10.819,0.063,9.785,225.33,175.137,3.233,0,0,83.012,0.446,0.286,0.013,0.146,0.446,0.048,0.155,0,0,0,0,0,-0,2.664,90,-4.765,697.543,0.001,328.411,0.449,23357790.03,15.524,189.288,0.05,0.077,0.018
11.591,2157.784,3047.784,140.023,145.885,-14.079,14.228,480.704,0.209,480.704,89.975,40.939,2.055,31.94,-101.995,0.432,0,-0.027,-0.004,73.099,89.955,17498.101,2981,10.819,0.063,9.785,224.978,175.137,3.21,0,0,82.159,0.446,0.286,0.013,0.146,0.446,0.067,0.214,-0,0,0,0,0,-0,2.763,90,-4.811,696.933,0.001,328.384,0.447,23237609.087,15.524,189.288,0.05,0.077,0.018
11.641,2164.768,3054.768,139.32,145.182,-14.086,14.203,482.748,0.211,482.748,89.975,40.84,1.821,31.94,-101.995,0.297,0,1.417,-0.004,73.062,89.954,17498.101,2981,10.819,0.063,9.785,225.355,175.137,3.235,0,0,81.096,0.445,0.286,0.013,0.146,0.445,0.046,0.147,-0,0,0,0,0,0,2.38,90,-4.856,696.327,0.001,328.356,0.444,23095371.931,15.524,189.288,0.05,0.077,0.018
11.691,2171.716,3061.716,138.616,144.482,-14.068,14.17,484.788,0.213,484.788,89.975,40.753,1.694,31.94,-101.995,0.223,0,2.346,-0.003,72.967,89.954,17498.101,2981,10.819,0.063,9.785,225.563,175.137,3.248,0,0,80.169,0.445,0.286,0.013,0.145,0.445,0.034,0.11,0,0,0,0,0,0,2.304,90,-4.901,695.723,0.001,328.329,0.442,22968207.681,15.524,189.288,0.05,0.078,0.018
11.741,2178.63,3068.63,137.912,143.785,-14.085,14.159,486.824,0.214,486.824,89.975,40.674,1.453,31.94,-101.995,0.068,0,2.902,-0.006,72.833,89.953,17498.101,2981,10.819,0.063,9.785,226.008,175.137,3.277,0,0,79.21,0.445,0.287,0.013,0.145,0.445,0.01,0.033,-0,0,0,0,0,0.001,2.109,90,-4.946,695.122,0.001,328.302,0.44,22836075.158,15.524,189.288,0.05,0.078,0.018
11.791,2185.508,3075.508,137.208,143.09,-14.064,14.129,488.856,0.216,488.856,89.975,40.604,1.354,31.94,-101.995,0.003,0,2.996,-0.042,72.685,89.954,17498.101,2981,10.819,0.063,9.785,226.191,175.137,3.289,0,0,78.363,0.444,0.287,0.013,0.145,0.444,0,0.001,-0,0,0,0,0,0.001,2.18,90,-4.991,694.525,0.001,328.274,0.438,22717056.501,15.524,189.288,0.05,0.078,0.018
11.841,2192.35,3082.35,136.505,142.398,-14.084,14.128,490.884,0.218,490.884,89.975,40.542,1.117,31.94,-101.995,0.157,0,-2.745,0.001,72.539,89.954,17498.101,2981,10.819,0.063,9.785,225.727,175.137,3.259,0,0,77.441,0.444,0.287,0.013,0.145,0.444,0.024,0.078,-0,0,0,0,0,-0,1.984,90,-5.035,693.93,0.001,328.248,0.436,22586086.122,15.524,189.288,0.05,0.078,0.018
11.891,2199.158,3089.158,135.801,141.708,-14.033,14.078,492.91,0.219,492.91,89.974,40.487,1.13,31.94,-101.995,0.147,0,-2.152,0.002,72.417,89.954,17498.101,2981,10.819,0.063,9.785,225.751,175.137,3.26,0,0,76.653,0.444,0.287,0.012,0.144,0.444,0.022,0.073,-0,0,0,0,0,-0,2.167,90,-5.08,693.339,0.001,328.221,0.434,22473511.124,15.524,189.288,0.05,0.078,0.018
11.941,2205.931,3095.931,135.101,141.021,-13.976,14.024,494.933,0.221,494.933,89.974,40.429,1.162,31.94,-101.995,0.121,0,-1.686,0.003,72.321,89.954,17498.101,2981,10.819,0.063,9.785,225.819,175.137,3.265,0,0,75.861,0.443,0.287,0.012,0.144,0.443,0.018,0.06,0,0,0,0,0,-0,2.318,90,-5.124,692.75,0.001,328.194,0.432,22360104.086,15.524,189.288,0.05,0.079,0.018
11.991,2212.668,3102.668,134.403,140.336,-13.939,13.984,496.953,0.223,496.953,89.974,40.372,1.119,31.94,-101.995,0.146,0,-1.232,0.003,72.248,89.955,17498.101,2981,10.819,0.063,9.785,225.737,175.137,3.259,0,0,75.016,0.443,0.287,0.012,0.144,0.443,0.022,0.073,0,0,0,0,0,-0,2.279,90,-5.167,692.165,0.001,328.167,0.43,22238214.971,15.524,189.288,0.05,0.079,0.018
12.041,2219.371,3109.371,133.706,139.654,-13.946,13.977,498.97,0.225,498.97,89.974,40.321,0.918,31.94,-101.995,0.281,0,-0.521,0.003,72.202,89.955,17498.101,2981,10.819,0.063,9.785,225.334,175.137,3.233,0,0,74.069,0.443,0.287,0.012,0.144,0.443,0.043,0.139,0,0,0,0,0,-0,1.88,90,-5.211,691.582,0.001,328.141,0.427,22099772.541,15.524,189.288,0.05,0.079,0.018
12.091,2226.039,3116.039,133.012,138.974,-13.82,13.87,500.985,0.226,500.985,89.974,40.27,1.177,31.94,-101.995,0.088,0,0.19,0.002,72.197,89.954,17498.101,2981,10.819,0.063,9.785,225.891,175.137,3.269,0,0,73.354,0.442,0.287,0.012,0.144,0.442,0.013,0.044,0,0,0,0,0,0,2.218,90,-5.254,691.003,0.001,328.115,0.426,21997020.49,15.524,189.288,0.05,0.079,0.017
12.141,2232.672,3122.672,132.324,138.297,-13.691,13.768,502.997,0.228,502.997,89.974,40.204,1.452,31.94,-101.995,0.123,0,-0.115,-0.005,72.207,89.954,17498.101,2981,10.819,0.063,9.785,225.783,175.137,3.262,0,0,72.672,0.442,0.287,0.012,0.143,0.442,0.019,0.061,-0,0,0,0,0,-0,2.575,90,-5.297,690.426,0.001,328.089,0.424,21895940.649,15.524,189.288,0.05,0.079,0.017
12.191,2239.271,3129.271,131.642,137.622,-13.599,13.693,505.005,0.23,505.005,89.974,40.127,1.603,31.94,-101.995,0.243,0,0.516,-0.005,72.199,89.953,17498.101,2981,10.819,0.063,9.785,225.424,175.137,3.239,0,0,71.946,0.442,0.287,0.012,0.143,0.442,0.037,0.12,-0,0,0,0,0,0,2.759,90,-5.34,689.853,0.001,328.063,0.422,21787085.168,15.524,189.288,0.05,0.079,0.017
12.241,2245.837,3135.837,130.962,136.949,-13.596,13.672,507.01,0.232,507.01,89.974,40.05,1.445,31.94,-101.995,0.139,0,1.195,-0.007,72.155,89.952,17498.101,2981,10.819,0.063,9.785,225.721,175.137,3.258,0,0,71.045,0.442,0.287,0.012,0.143,0.442,0.021,0.068,0,0,0,0,0,0,2.462,90,-5.383,689.283,0.001,328.037,0.42,21655409.222,15.524,189.288,0.05,0.08,0.017
12.291,2252.368,3142.368,130.284,136.279,-13.531,13.615,509.01,0.233,509.01,89.974,39.977,1.51,31.94,-101.995,0.195,0,1.692,-0.008,72.083,89.951,17498.101,2981,10.819,0.063,9.785,225.55,175.137,3.247,0,0,70.327,0.441,0.287,0.011,0.143,0.441,0.03,0.096,-0,0,0,0,0,0,2.635,90,-5.425,688.715,0.001,328.011,0.418,21547191.709,15.524,189.288,0.05,0.08,0.017
12.341,2258.865,3148.865,129.611,135.611,-13.393,13.52,511.007,0.235,511.007,89.974,39.894,1.844,31.94,-101.995,0.446,0,2.696,-0.007,71.977,89.951,17498.101,2981,10.819,0.063,9.785,224.818,175.137,3.2,0,0,69.849,0.441,0.287,0.011,0.143,0.441,0.069,0.22,-0,0,0,0,0,0.001,3.397,90,-5.468,688.151,0.001,327.986,0.417,21468621.201,15.524,189.288,0.05,0.08,0.017
12.391,2265.329,3155.329,128.938,134.946,-13.536,13.589,513,0.237,513,89.974,39.814,1.196,31.94,-101.995,0.036,0,-3.524,-0.039,71.815,89.95,17498.101,2981,10.819,0.063,9.785,226.002,175.137,3.276,0,0,68.719,0.441,0.287,0.011,0.142,0.441,0.005,0.019,0,0,0,0,0,-0.001,2.453,90,-5.51,687.589,0.001,327.96,0.414,21306375.436,15.524,189.288,0.05,0.08,0.017
12.441,2271.759,3161.759,128.262,134.282,-13.501,13.553,514.989,0.239,514.989,89.973,39.758,1.177,31.94,-101.995,0.05,0,-3.239,-0.031,71.646,89.95,17498.101,2981,10.819,0.063,9.785,225.953,175.137,3.273,0,0,68.036,0.44,0.287,0.011,0.142,0.44,0.008,0.025,0,0,0,0,0,-0.001,2.672,90,-5.551,687.03,0.001,327.935,0.412,21202072.355,15.524,189.288,0.05,0.08,0.017
12.491,2278.155,3168.155,127.586,133.621,-13.54,13.571,516.976,0.241,516.976,89.973,39.704,0.911,31.94,-101.995,0.256,0,-2.826,-0.004,71.491,89.95,17498.101,2981,10.819,0.063,9.785,225.339,175.137,3.234,0,0,67.2,0.44,0.287,0.011,0.142,0.44,0.039,0.128,0,0,0,0,0,-0.001,2.373,90,-5.593,686.475,0.001,327.91,0.41,21072832.045,15.524,189.288,0.05,0.08,0.017
12.541,2284.517,3174.517,126.909,132.962,-13.522,13.547,518.96,0.242,518.96,89.973,39.662,0.835,31.94,-101.995,0.314,0,-1.891,-0.002,71.373,89.95,17498.101,2981,10.819,0.063,9.785,225.165,175.137,3.223,0,0,66.456,0.44,0.287,0.011,0.142,0.44,0.048,0.155,0,0,0,0,0,-0,2.342,90,-5.634,685.922,0.001,327.884,0.408,20957293.753,15.524,189.288,0.05,0.081,0.017
12.591,2290.846,3180.846,126.236,132.306,-13.406,13.449,520.942,0.244,520.942,89.973,39.615,1.074,31.94,-101.994,0.12,0,-1.183,-0.004,71.298,89.95,17498.101,2981,10.819,0.063,9.785,225.723,175.137,3.258,0,0,65.866,0.44,0.287,0.011,0.141,0.44,0.018,0.059,-0,0,0,0,0,-0,2.822,90,-5.675,685.372,0.001,327.86,0.406,20867607.122,15.524,189.288,0.05,0.081,0.017
12.641,2297.141,3187.141,125.568,131.651,-13.321,13.376,522.921,0.246,522.921,89.973,39.557,1.208,31.94,-101.994,0.005,0,-1.018,-0.058,71.245,89.95,17498.101,2981,10.819,0.063,9.785,226.06,175.137,3.28,0,0,65.22,0.439,0.287,0.011,0.141,0.439,0.001,0.002,0,0,0,0,0,-0,3.069,90,-5.716,684.825,0.001,327.835,0.404,20767002.447,15.524,189.288,0.05,0.081,0.017
12.691,2303.403,3193.403,124.904,130.999,-13.233,13.302,524.897,0.248,524.897,89.973,39.493,1.357,31.94,-101.994,0.126,0,1.194,-0,71.191,89.95,17498.101,2981,10.819,0.063,9.785,225.696,175.137,3.257,0,0,64.601,0.439,0.287,0.011,0.141,0.439,0.019,0.062,-0,0,0,0,0,0,3.355,90,-5.757,684.281,0.001,327.81,0.403,20669019.859,15.524,189.288,0.05,0.081,0.016
12.741,2309.631,3199.631,124.241,130.349,-13.285,13.326,526.87,0.25,526.87,89.973,39.432,1.042,31.94,-101.994,0.127,0,-1.273,-0.001,71.126,89.951,17498.101,2981,10.819,0.063,9.785,225.683,175.137,3.256,0,0,63.682,0.439,0.288,0.01,0.141,0.439,0.019,0.063,0,0,0,0,0,-0,2.735,90,-5.798,683.74,0.001,327.786,0.4,20525743.758,15.524,189.288,0.05,0.081,0.016
12.791,2315.827,3205.827,123.578,129.701,-13.24,13.282,528.841,0.252,528.841,89.973,39.381,1.048,31.94,-101.994,0.114,0,-0.844,0.001,71.073,89.951,17498.101,2981,10.819,0.063,9.785,225.713,175.137,3.258,0,0,62.973,0.438,0.288,0.01,0.141,0.438,0.017,0.057,-0,0,0,0,0,-0,2.718,90,-5.838,683.201,0.001,327.761,0.398,20413411.421,15.524,189.288,0.05,0.081,0.016
12.841,2321.989,3211.989,122.917,129.055,-13.176,13.223,530.808,0.253,530.808,89.973,39.327,1.115,31.94,-101.994,0.049,0,-0.612,0.006,71.038,89.951,17498.101,2981,10.819,0.063,9.785,225.899,175.137,3.27,0,0,62.299,0.438,0.288,0.01,0.14,0.438,0.007,0.024,0,0,0,0,0,-0,2.789,90,-5.878,682.666,0.001,327.737,0.396,20306066.478,15.524,189.288,0.05,0.082,0.016
12.891,2328.119,3218.119,122.261,128.412,-13.089,13.15,532.773,0.255,532.773,89.973,39.268,1.262,31.94,-101.994,0.086,0,0.651,0.002,71.008,89.951,17498.101,2981,10.819,0.063,9.785,225.783,175.137,3.262,0,0,61.686,0.438,0.288,0.01,0.14,0.438,0.013,0.043,-0,0,0,0,0,0,3.017,90,-5.918,682.133,0.001,327.713,0.395,20207191.559,15.524,189.288,0.05,0.082,0.016
12.941,2334.215,3224.215,121.608,127.771,-13.043,13.105,534.735,0.257,534.735,89.972,39.204,1.274,31.94,-101.994,0.107,0,0.953,0.003,70.968,89.951,17498.101,2981,10.819,0.063,9.785,225.715,175.137,3.258,0,0,60.999,0.438,0.288,0.01,0.14,0.438,0.016,0.052,-0,0,0,0,0,0,2.999,90,-5.957,681.603,0.001,327.689,0.393,20096281.266,15.524,189.288,0.05,0.082,0.016
12.991,2340.279,3230.279,120.956,127.131,-13.022,13.078,536.694,0.259,536.694,89.972,39.141,1.208,31.94,-101.994,0.059,0,1.194,0.007,70.914,89.951,17498.101,2981,10.819,0.063,9.785,225.848,175.137,3.266,0,0,60.274,0.437,0.288,0.01,0.14,0.437,0.009,0.029,0,0,0,0,0,0,2.851,90,-5.997,681.077,0.001,327.665,0.391,19979246.036,15.524,189.288,0.05,0.082,0.016
13.041,2346.311,3236.311,120.304,126.495,-13.06,13.095,538.649,0.261,538.649,89.972,39.087,0.951,31.94,-101.994,0.159,0,-1.085,0.007,70.854,89.951,17498.101,2981,10.819,0.063,9.785,225.545,175.137,3.247,0,0,59.434,0.437,0.288,0.01,0.14,0.437,0.024,0.078,0,0,0,0,0,-0,2.305,90,-6.036,680.553,0.001,327.641,0.388,19842405.373,15.524,189.288,0.05,0.082,0.016
13.091,2352.31,3242.31,119.652,125.86,-12.99,13.032,540.602,0.263,540.603,89.972,39.038,1.045,31.94,-101.994,0.068,0,-0.705,0.008,70.811,89.95,17498.101,2981,10.819,0.063,9.785,225.807,175.137,3.264,0,0,58.816,0.437,0.288,0.01,0.139,0.437,0.01,0.033,0,0,0,0,0,-0,2.445,90,-6.075,680.031,0.001,327.617,0.387,19740981.018,15.524,189.288,0.05,0.082,0.016
13.141,2358.276,3248.276,119.006,125.227,-12.877,12.941,542.553,0.264,542.553,89.972,38.98,1.281,31.94,-101.994,0.154,0,0.813,-0.003,70.775,89.949,17498.101,2981,10.819,0.063,9.785,225.548,175.137,3.247,0,0,58.306,0.437,0.288,0.01,0.139,0.437,0.023,0.076,-0,0,0,0,0,0,2.88,90,-6.114,679.513,0.001,327.594,0.385,19655262.181,15.524,189.288,0.05,0.083,0.016
13.191,2364.211,3254.211,118.364,124.596,-12.797,12.875,544.5,0.266,544.5,89.972,38.913,1.415,31.94,-101.994,0.285,0,1.426,-0.003,70.721,89.949,17498.101,2981,10.819,0.063,9.785,225.162,175.137,3.222,0,0,57.757,0.436,0.288,0.009,0.139,0.437,0.044,0.14,0,0,0,0,0,0,3.152,90,-6.152,678.997,0.001,327.571,0.383,19561791.572,15.524,189.288,0.05,0.083,0.016
13.241,2370.113,3260.113,117.725,123.967,-12.791,12.858,546.444,0.268,546.444,89.972,38.844,1.309,31.94,-101.994,0.198,0,2.107,-0.002,70.631,89.949,17498.101,2981,10.819,0.063,9.785,225.407,175.137,3.238,0,0,57.06,0.436,0.288,0.009,0.139,0.436,0.03,0.098,0,0,0,0,0,0,3,90,-6.191,678.484,0.001,327.547,0.381,19446733.704,15.524,189.288,0.05,0.083,0.016
13.291,2375.983,3265.983,117.084,123.341,-12.824,12.87,548.385,0.27,548.385,89.972,38.784,1.083,31.94,-101.994,0.004,0,-2.375,0.046,70.517,89.948,17498.101,2981,10.819,0.063,9.785,225.972,175.137,3.274,0,0,56.3,0.436,0.288,0.009,0.139,0.436,0.001,0.002,-0,0,0,0,0,-0,2.63,90,-6.229,677.974,0.001,327.524,0.379,19320812.134,15.524,189.288,0.05,0.083,0.016
13.341,2381.821,3271.821,116.445,122.716,-12.741,12.801,550.323,0.272,550.323,89.972,38.727,1.235,31.94,-101.994,0.144,0,2.489,-0.007,70.397,89.948,17498.101,2981,10.819,0.063,9.785,225.553,175.137,3.248,0,0,55.819,0.436,0.288,0.009,0.139,0.436,0.022,0.07,0,0,0,0,0,0.001,3.074,90,-6.267,677.467,0.001,327.501,0.378,19237811.752,15.524,189.288,0.05,0.083,0.015
13.391,2387.628,3277.628,115.809,122.093,-12.698,12.76,552.257,0.274,552.257,89.972,38.664,1.261,31.94,-101.994,0.174,0,2.932,-0.009,70.262,89.947,17498.101,2981,10.819,0.063,9.785,225.46,175.137,3.242,0,0,55.267,0.435,0.288,0.009,0.138,0.436,0.026,0.085,-0,0,0,0,0,0.001,3.287,90,-6.305,676.963,0.001,327.478,0.376,19143251.192,15.524,189.288,0.05,0.083,0.015
13.441,2393.402,3283.402,115.175,121.471,-12.649,12.717,554.189,0.276,554.189,89.971,38.6,1.306,31.94,-101.994,0.221,0,3.424,-0.01,70.103,89.947,17498.101,2981,10.819,0.063,9.785,225.318,175.137,3.232,0,0,54.752,0.435,0.288,0.009,0.138,0.435,0.034,0.108,0,0,0,0,0,0.001,3.588,90,-6.342,676.461,0.001,327.456,0.375,19054002.793,15.524,189.288,0.05,0.084,0.015
13.491,2399.145,3289.145,114.544,120.852,-12.602,12.674,556.117,0.278,556.117,89.971,38.533,1.353,31.94,-101.994,0.268,0,4.039,-0.011,69.917,89.947,17498.101,2981,10.819,0.063,9.785,225.175,175.137,3.223,0,0,54.264,0.435,0.288,0.009,0.138,0.435,0.041,0.131,0,0,0,0,0,0.001,3.954,90,-6.379,675.962,0.001,327.433,0.373,18968770.917,15.524,189.288,0.05,0.084,0.015
13.541,2404.857,3294.857,113.913,120.234,-12.651,12.699,558.042,0.28,558.042,89.971,38.471,1.103,31.94,-101.994,0.027,0,4.451,-0.09,69.702,89.947,17498.101,2981,10.819,0.063,9.785,225.877,175.137,3.268,0,0,53.573,0.435,0.288,0.009,0.138,0.435,0.004,0.012,0,0,0,0,0,0.002,3.722,90,-6.417,675.466,0.001,327.41,0.371,18851864.597,15.524,189.288,0.05,0.084,0.015
13.591,2410.536,3300.536,113.278,119.618,-12.739,12.761,559.965,0.281,559.965,89.971,38.424,0.747,31.94,-101.994,0.327,0,-4.079,-0.003,69.486,89.947,17498.101,2981,10.819,0.063,9.785,224.992,175.137,3.211,0,0,52.834,0.435,0.288,0.009,0.138,0.435,0.05,0.162,0,0,0,0,0,-0.002,3.227,90,-6.453,674.972,0.001,327.388,0.369,18721281.677,15.524,189.288,0.05,0.084,0.015
13.641,2416.184,3306.184,112.641,119.003,-12.73,12.748,561.885,0.283,561.885,89.971,38.39,0.682,31.94,-101.994,0.393,0,-3.141,-0.003,69.304,89.947,17498.101,2981,10.819,0.063,9.785,224.796,175.137,3.199,0,0,52.268,0.434,0.288,0.009,0.137,0.434,0.06,0.193,-0,0,0,0,0,-0.001,3.284,90,-6.49,674.481,0.001,327.366,0.367,18620796.532,15.524,189.288,0.05,0.084,0.015
13.691,2421.8,3311.8,112.008,118.391,-12.579,12.621,563.804,0.285,563.804,89.971,38.348,1.029,31.94,-101.994,0.042,0,-2.552,-0.031,69.166,89.947,17498.101,2981,10.819,0.063,9.785,225.815,175.137,3.264,0,0,51.947,0.434,0.288,0.008,0.137,0.434,0.006,0.021,-0,0,0,0,0,-0.001,4.183,90,-6.527,673.993,0.001,327.344,0.366,18566609.851,15.524,189.288,0.05,0.085,0.015
13.741,2427.385,3317.385,111.378,117.78,-12.654,12.674,565.72,0.287,565.72,89.971,38.302,0.711,31.94,-101.994,0.362,0,-2.188,-0.003,69.044,89.947,17498.101,2981,10.819,0.063,9.785,224.874,175.137,3.204,0,0,51.183,0.434,0.288,0.008,0.137,0.434,0.055,0.178,0,0,0,0,0,-0,3.55,90,-6.563,673.508,0.001,327.322,0.364,18429291.577,15.524,189.288,0.05,0.085,0.015
